Gender,SeniorCitizen,Partner,Dependents,Tenure,MonthlyCharges,TotalCharges,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,Churn
Female,0,Yes,No,2,63.2,7466.27,No,Yes,No,Yes,No,One year,Yes,Credit card,No
Male,0,No,No,61,100.84,4115.82,Fiber optic,No,No,No,Yes,One year,Yes,Electronic check,No
Male,0,Yes,No,64,46.34,1426.9,No,No,Yes,No,Yes,Two year,Yes,Mailed check,No
Female,0,Yes,No,52,20.39,8866.8,DSL,Yes,No,No,Yes,Two year,Yes,Electronic check,No
Female,0,Yes,No,36,69.55,8014.64,No,No,No,No,Yes,One year,Yes,Credit card,No
Female,0,No,Yes,67,30.02,6964.69,DSL,Yes,No,Yes,No,One year,Yes,Bank transfer,No
Female,0,Yes,Yes,69,95.44,3762.45,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Electronic check,Yes
Male,0,Yes,No,67,47.61,1736.23,Fiber optic,Yes,Yes,Yes,No,Two year,No,Mailed check,No
Female,1,Yes,Yes,47,64.36,8478.56,No,No,No,Yes,No,One year,No,Mailed check,No
Male,0,Yes,No,2,28.7,4837.93,Fiber optic,No,Yes,Yes,No,Two year,No,Electronic check,No
Male,0,No,No,44,48.67,7685.96,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,Yes
Female,0,Yes,No,64,98.15,3144.65,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,Yes
Male,0,No,Yes,28,35.16,3084.07,No,No,No,Yes,Yes,One year,Yes,Mailed check,No
Male,0,No,No,54,84.72,8871.31,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,Yes
Male,0,No,No,67,111.74,4744.31,DSL,Yes,Yes,Yes,Yes,One year,No,Credit card,No
Male,0,No,Yes,36,87.98,1352.19,DSL,Yes,No,Yes,Yes,Two year,No,Bank transfer,No
Female,0,Yes,Yes,63,101.1,2055.1,Fiber optic,Yes,No,Yes,Yes,Two year,No,Electronic check,No
Female,0,No,No,25,30.9,4389.3,DSL,Yes,No,No,No,One year,No,Mailed check,No
Female,0,No,Yes,48,45.07,477.99,Fiber optic,No,No,Yes,No,One year,Yes,Mailed check,No
Female,1,No,Yes,39,109.45,4216.55,Fiber optic,Yes,No,No,Yes,One year,Yes,Mailed check,No
Male,0,No,No,47,91.51,3828.57,No,Yes,No,No,No,Two year,No,Mailed check,No
Male,0,Yes,No,21,83.96,7036.09,No,Yes,Yes,No,No,Two year,No,Bank transfer,No
Female,0,Yes,No,30,86.38,3258.98,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,Yes
Female,0,No,Yes,31,61.42,8844.68,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,No
Female,0,No,Yes,26,24.46,1708.85,No,Yes,Yes,No,No,Two year,No,Credit card,No
Male,0,No,Yes,22,98.44,5359.78,No,No,No,Yes,Yes,Two year,No,Credit card,No
Female,1,Yes,No,21,87.87,898.32,DSL,No,No,No,Yes,One year,Yes,Electronic check,No
Female,0,Yes,Yes,1,67.28,6631.39,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,No
Female,0,Yes,Yes,37,109.98,8953.31,Fiber optic,Yes,Yes,Yes,No,Two year,No,Electronic check,No
Male,0,Yes,No,46,53.62,7390.33,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,No
Male,0,Yes,No,9,49.43,5045.76,DSL,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
Male,0,No,No,17,107.28,4414.2,No,No,No,Yes,Yes,One year,Yes,Electronic check,No
Male,0,Yes,Yes,47,99.7,7531.77,DSL,Yes,No,Yes,No,Month-to-month,No,Mailed check,Yes
Male,0,Yes,No,59,71.5,8430.17,DSL,No,Yes,Yes,No,One year,Yes,Bank transfer,No
Male,0,No,Yes,54,33.07,8903.94,Fiber optic,Yes,No,Yes,No,Two year,Yes,Bank transfer,No
Male,0,Yes,Yes,12,41.51,3629.2,Fiber optic,No,No,Yes,No,Two year,Yes,Mailed check,No
Male,0,Yes,No,64,85.62,8919.17,DSL,No,No,Yes,No,One year,Yes,Bank transfer,No
Female,0,Yes,No,6,58.5,1487.74,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Credit card,Yes
Female,1,No,No,53,103.65,2356.59,DSL,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,Yes
Male,0,Yes,No,16,115.0,892.24,DSL,No,Yes,Yes,Yes,Two year,Yes,Mailed check,No
Male,1,No,No,5,100.56,2518.47,DSL,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,Yes
Female,0,No,Yes,46,57.75,6934.64,Fiber optic,Yes,No,No,No,One year,Yes,Credit card,No
Male,0,Yes,Yes,14,98.87,7691.03,No,No,No,No,Yes,Two year,Yes,Bank transfer,No
Male,0,Yes,Yes,44,55.14,7032.14,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,Yes
Male,0,Yes,No,63,36.71,5716.49,No,Yes,No,Yes,Yes,Two year,No,Credit card,No
Female,0,Yes,Yes,52,23.34,4674.3,Fiber optic,No,Yes,No,Yes,Two year,Yes,Credit card,No
Female,0,No,No,26,58.57,6407.47,Fiber optic,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,No
Female,0,Yes,No,53,110.36,3578.42,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,No
Female,0,No,Yes,29,43.9,7587.64,DSL,Yes,No,No,Yes,Month-to-month,No,Bank transfer,Yes
Female,0,No,Yes,19,40.65,6126.99,No,Yes,No,No,No,Month-to-month,No,Mailed check,No
Male,0,No,No,47,116.98,6310.46,DSL,No,No,Yes,Yes,Month-to-month,No,Mailed check,Yes
Female,1,No,Yes,8,22.5,4869.83,DSL,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
Male,0,No,No,23,98.58,7978.54,Fiber optic,Yes,No,Yes,No,Month-to-month,No,Credit card,Yes
Male,0,Yes,Yes,35,52.14,2342.93,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,No
Female,0,No,Yes,53,23.75,3492.21,Fiber optic,Yes,No,Yes,No,One year,Yes,Bank transfer,No
Female,0,No,Yes,58,111.78,7021.02,Fiber optic,No,No,Yes,Yes,Two year,Yes,Mailed check,No
Male,0,Yes,Yes,5,33.96,4485.47,Fiber optic,No,No,No,No,One year,No,Credit card,No
Male,0,Yes,Yes,16,75.18,8014.0,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
Male,0,No,No,17,47.41,3182.95,No,Yes,Yes,Yes,Yes,One year,No,Credit card,No
Female,0,No,Yes,32,26.52,3387.04,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,No
Female,0,Yes,Yes,52,24.99,8009.75,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,No
Female,0,No,Yes,20,31.56,4232.9,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,No
Female,1,Yes,No,66,27.14,4693.51,No,Yes,Yes,No,No,Two year,Yes,Credit card,No
Female,0,Yes,No,1,96.06,3061.6,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,Yes
Male,0,No,No,58,68.56,2562.36,DSL,No,No,Yes,No,Month-to-month,Yes,Credit card,No
Female,0,Yes,No,44,54.29,5937.94,Fiber optic,Yes,No,Yes,Yes,Two year,Yes,Mailed check,No
Male,0,No,No,6,61.84,1166.58,No,Yes,No,Yes,Yes,Two year,No,Mailed check,No
Male,1,No,Yes,50,112.89,7925.53,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,Yes
Male,0,No,Yes,72,111.08,7034.91,No,Yes,Yes,No,No,One year,Yes,Electronic check,No
Female,0,Yes,Yes,20,91.57,1797.66,Fiber optic,Yes,Yes,Yes,No,Two year,No,Mailed check,No
Female,1,No,No,14,108.47,6276.78,No,Yes,Yes,Yes,No,One year,No,Credit card,No
Female,0,Yes,No,5,51.96,5463.43,DSL,No,Yes,Yes,No,One year,No,Credit card,No
Male,0,No,Yes,41,58.11,1742.36,Fiber optic,Yes,Yes,No,No,Two year,Yes,Bank transfer,No
Male,0,No,No,40,81.37,2531.51,DSL,No,No,Yes,Yes,One year,No,Bank transfer,No
Male,0,Yes,No,34,82.36,3739.98,Fiber optic,No,No,Yes,Yes,Two year,Yes,Bank transfer,No
Male,0,No,No,45,68.17,6323.26,No,No,No,Yes,No,Two year,No,Electronic check,No
Male,1,No,Yes,71,60.07,5784.64,Fiber optic,No,Yes,Yes,No,Two year,Yes,Bank transfer,No
Male,1,Yes,Yes,71,118.62,4836.89,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Electronic check,No
Female,0,Yes,No,27,102.11,6938.85,Fiber optic,Yes,No,No,Yes,One year,Yes,Bank transfer,No
Female,0,Yes,No,44,63.5,6845.65,DSL,Yes,No,Yes,No,One year,Yes,Electronic check,No
Female,0,No,No,33,92.73,5598.95,Fiber optic,Yes,No,Yes,No,Two year,Yes,Mailed check,No
Female,1,Yes,No,33,46.96,7104.21,No,No,No,Yes,Yes,Two year,No,Bank transfer,No
Male,0,Yes,Yes,44,30.02,3074.94,Fiber optic,No,No,Yes,No,Two year,No,Electronic check,No
Male,0,No,No,20,55.24,7943.12,Fiber optic,No,No,Yes,Yes,Two year,No,Mailed check,No
Female,0,Yes,Yes,36,60.3,5572.7,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer,Yes
Male,0,No,Yes,7,21.65,7419.04,No,No,No,Yes,No,One year,No,Mailed check,No
Female,0,No,Yes,32,101.48,4961.88,DSL,Yes,Yes,No,Yes,One year,Yes,Bank transfer,No
Female,0,Yes,No,67,55.92,2044.1,No,No,No,No,Yes,Two year,No,Credit card,No
Female,0,No,Yes,39,78.04,4927.45,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,No
Male,0,Yes,Yes,24,27.4,3402.89,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,Yes
Female,0,Yes,No,70,37.5,6307.74,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,No
Female,0,Yes,No,54,108.97,4334.56,DSL,Yes,No,Yes,No,Two year,Yes,Credit card,No
Female,1,Yes,No,38,80.87,7541.4,No,No,No,No,Yes,Month-to-month,No,Bank transfer,Yes
Male,0,No,Yes,32,115.03,6134.85,No,No,No,No,Yes,Two year,No,Credit card,No
Male,0,No,No,45,119.88,6192.45,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,Yes
Female,0,Yes,Yes,61,57.19,2032.68,Fiber optic,No,Yes,Yes,No,Two year,No,Electronic check,No
Male,0,Yes,Yes,70,49.88,8859.82,Fiber optic,No,No,No,Yes,Two year,No,Bank transfer,No
Male,0,No,No,53,105.84,7590.91,DSL,No,No,Yes,Yes,One year,No,Credit card,No
Male,1,Yes,Yes,51,119.86,7122.14,DSL,No,No,No,Yes,Two year,Yes,Mailed check,No
Male,0,No,Yes,56,82.96,3038.92,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Electronic check,Yes
Male,0,Yes,Yes,27,99.51,4867.12,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,No
Male,0,No,Yes,38,98.17,1320.22,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,Yes
Male,1,No,No,62,55.53,4892.44,DSL,Yes,No,No,Yes,Two year,Yes,Mailed check,No
Male,0,No,Yes,18,77.43,1398.41,No,No,No,No,Yes,One year,Yes,Mailed check,No
Male,0,Yes,No,64,103.31,5022.04,Fiber optic,Yes,No,No,No,Two year,No,Mailed check,No
Male,0,Yes,Yes,30,88.81,5873.62,DSL,No,Yes,No,No,Two year,No,Credit card,No
Female,0,Yes,Yes,49,22.12,3572.74,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer,Yes
Female,0,Yes,No,41,53.67,4537.05,Fiber optic,Yes,No,Yes,No,Month-to-month,No,Bank transfer,Yes
Male,1,Yes,Yes,13,34.45,7893.32,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,No
Female,0,No,Yes,34,43.3,1066.21,Fiber optic,No,No,No,No,One year,Yes,Credit card,No
Female,0,No,Yes,25,110.55,7146.42,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,Yes
Male,0,No,Yes,66,23.69,1619.72,No,No,No,Yes,No,Two year,Yes,Mailed check,No
Male,1,No,Yes,18,41.98,426.7,Fiber optic,Yes,Yes,Yes,Yes,One year,No,Electronic check,No
Male,0,No,Yes,5,50.96,1751.61,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,Yes
Female,0,No,No,19,81.69,6908.88,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,Yes
Female,0,No,No,42,73.41,3705.62,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,Yes
Male,0,Yes,No,18,41.83,7865.43,No,No,Yes,No,No,Two year,No,Electronic check,No
Male,0,No,Yes,32,36.42,4769.9,DSL,No,Yes,No,No,Month-to-month,No,Mailed check,No
Male,0,Yes,Yes,21,43.68,298.03,Fiber optic,No,Yes,No,Yes,Two year,No,Mailed check,No
Female,1,No,Yes,10,70.25,6478.75,Fiber optic,No,No,Yes,No,One year,Yes,Mailed check,No
Female,0,No,No,37,47.12,1081.07,DSL,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,Yes
Female,0,Yes,Yes,49,114.76,7125.48,No,Yes,Yes,No,No,Two year,No,Mailed check,No
Female,0,No,No,13,66.39,1596.11,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer,Yes
Male,0,Yes,Yes,55,25.88,3174.47,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,No
Male,0,No,Yes,17,92.93,6875.32,DSL,No,Yes,No,No,One year,No,Credit card,No
Male,0,Yes,Yes,9,52.88,8592.66,No,No,No,No,No,One year,No,Electronic check,No
Male,0,No,No,44,85.35,3405.76,No,No,No,Yes,Yes,Two year,No,Bank transfer,No
Female,0,Yes,Yes,46,47.96,7481.66,DSL,Yes,No,Yes,No,Two year,Yes,Mailed check,No
Female,0,Yes,No,8,77.07,1798.05,Fiber optic,Yes,No,No,No,Two year,Yes,Credit card,No
Male,0,No,Yes,37,97.22,7283.9,No,Yes,Yes,No,No,One year,Yes,Mailed check,No
Male,0,No,Yes,19,112.8,5951.7,DSL,No,No,No,Yes,Two year,Yes,Credit card,No
Female,0,Yes,No,63,46.11,1815.42,Fiber optic,Yes,No,No,No,One year,Yes,Mailed check,No
Male,0,No,Yes,46,53.49,2792.29,Fiber optic,No,No,No,No,One year,Yes,Bank transfer,No
Female,0,Yes,Yes,71,66.43,1272.76,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,No
Male,0,No,Yes,26,112.72,3508.41,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Mailed check,Yes
Male,0,Yes,Yes,46,110.14,1912.47,DSL,No,Yes,Yes,Yes,Two year,No,Bank transfer,No
Male,0,No,No,46,28.99,5831.58,No,No,Yes,Yes,Yes,One year,No,Mailed check,No
Male,0,Yes,No,14,33.19,8951.1,Fiber optic,No,No,Yes,No,One year,No,Credit card,No
Male,0,No,Yes,63,69.55,206.88,Fiber optic,Yes,No,Yes,Yes,One year,No,Bank transfer,No
Male,1,Yes,Yes,72,30.66,4914.19,DSL,Yes,No,Yes,No,Month-to-month,Yes,Credit card,Yes
Male,0,Yes,No,3,54.56,5205.63,Fiber optic,Yes,Yes,No,Yes,One year,No,Mailed check,No
Female,0,No,Yes,28,34.84,8236.46,DSL,Yes,Yes,No,No,Two year,No,Credit card,No
Female,0,No,No,29,83.6,4603.45,DSL,No,Yes,No,Yes,Two year,Yes,Electronic check,No
Female,0,Yes,Yes,18,114.95,4938.94,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,Yes
Female,0,Yes,No,35,119.67,4297.71,Fiber optic,No,No,Yes,Yes,Two year,No,Bank transfer,No
Female,0,Yes,No,47,57.52,2493.25,No,Yes,No,Yes,No,One year,No,Bank transfer,No
Male,0,Yes,No,5,79.9,598.66,DSL,No,Yes,No,Yes,One year,No,Electronic check,No
Male,0,No,No,59,105.63,3737.05,Fiber optic,No,Yes,Yes,No,Two year,Yes,Mailed check,No
Female,0,Yes,Yes,59,31.75,568.06,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,Yes
Male,0,Yes,Yes,47,88.96,4999.38,DSL,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,No
Female,1,Yes,No,13,60.88,2834.91,DSL,No,No,Yes,No,One year,Yes,Mailed check,No
Female,0,No,No,33,40.61,4849.06,Fiber optic,Yes,No,Yes,No,Month-to-month,No,Credit card,Yes
Male,0,Yes,No,62,60.28,1295.24,DSL,No,Yes,Yes,Yes,One year,No,Mailed check,No
Male,0,No,No,16,27.6,8400.41,DSL,Yes,No,No,No,Two year,No,Credit card,No
Male,1,No,Yes,44,89.54,8061.24,Fiber optic,Yes,No,Yes,No,Two year,Yes,Credit card,No
Female,0,No,No,58,45.27,1790.97,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,Yes
Male,0,No,No,6,51.14,3156.65,DSL,Yes,No,No,Yes,Month-to-month,No,Mailed check,Yes
Female,0,No,No,15,32.11,5560.09,No,Yes,No,Yes,Yes,Two year,No,Credit card,No
Female,0,No,No,4,106.47,951.61,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,Yes
Female,0,No,No,56,69.34,3255.65,No,Yes,No,No,No,Two year,Yes,Electronic check,No
Male,0,Yes,No,64,77.21,2334.9,No,No,Yes,No,No,Month-to-month,No,Credit card,No
Male,0,Yes,No,68,76.94,8248.1,No,No,No,No,No,Two year,Yes,Bank transfer,No
Female,0,No,Yes,34,61.05,7687.34,No,No,Yes,Yes,Yes,One year,No,Mailed check,No
Male,0,Yes,No,56,39.25,5260.51,Fiber optic,Yes,Yes,Yes,No,One year,No,Bank transfer,No
Male,0,Yes,No,32,94.51,4731.08,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Credit card,No
Male,0,No,No,9,32.71,8383.46,No,No,No,Yes,No,One year,Yes,Credit card,No
Female,0,Yes,Yes,63,30.39,8398.61,Fiber optic,No,Yes,No,Yes,Two year,Yes,Bank transfer,No
Female,0,No,Yes,72,91.01,8727.04,Fiber optic,No,No,No,No,Month-to-month,No,Mailed check,Yes
Male,1,Yes,Yes,33,40.88,1215.87,No,No,No,Yes,No,One year,Yes,Credit card,No
Female,0,No,No,21,50.68,1528.96,No,No,Yes,Yes,Yes,One year,No,Electronic check,No
Male,0,No,No,55,67.52,6122.96,DSL,Yes,Yes,No,No,One year,Yes,Bank transfer,No
Male,0,Yes,No,57,64.94,4918.77,Fiber optic,No,No,Yes,No,Two year,No,Credit card,No
Male,1,Yes,Yes,2,90.86,264.35,No,No,No,No,No,One year,Yes,Mailed check,Yes
Male,0,No,No,13,82.34,651.58,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Credit card,Yes
Female,0,No,Yes,4,84.44,8003.92,Fiber optic,No,Yes,No,Yes,One year,No,Mailed check,Yes
Female,0,No,Yes,50,91.41,7832.95,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Mailed check,Yes
Female,0,Yes,Yes,48,49.26,3279.71,DSL,Yes,No,Yes,Yes,One year,No,Credit card,No
Male,0,Yes,Yes,30,52.23,8030.35,No,No,No,Yes,Yes,One year,No,Electronic check,No
Male,0,Yes,Yes,29,63.8,5383.71,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Mailed check,No
Male,0,Yes,No,8,50.75,7272.56,No,Yes,No,No,No,One year,Yes,Bank transfer,No
Female,1,No,No,12,118.49,3904.14,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,Yes
Male,0,No,Yes,41,101.41,1109.25,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,Yes
Female,0,No,No,26,36.47,3960.17,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
Female,0,No,No,50,20.56,4169.97,No,No,No,Yes,No,One year,No,Mailed check,No
Female,0,Yes,Yes,2,24.28,5003.4,Fiber optic,Yes,No,Yes,No,One year,Yes,Credit card,No
Female,0,No,Yes,55,44.41,1039.69,DSL,Yes,No,No,Yes,Month-to-month,No,Electronic check,Yes
Female,0,No,No,56,31.43,8923.48,No,Yes,No,Yes,Yes,One year,No,Mailed check,No
Female,0,Yes,No,14,73.33,2272.82,DSL,No,Yes,Yes,No,Two year,No,Credit card,No
Male,1,Yes,No,6,105.8,1867.12,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,Yes
Male,1,No,No,61,93.68,4788.55,DSL,Yes,No,Yes,No,Month-to-month,No,Mailed check,Yes
Female,0,Yes,Yes,12,41.56,4881.15,No,No,No,No,Yes,Two year,No,Bank transfer,No
Female,0,No,No,13,59.93,4014.4,DSL,No,No,No,No,Two year,Yes,Bank transfer,No
Male,1,Yes,Yes,19,70.79,6969.84,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,Yes
Female,0,Yes,Yes,44,101.02,4698.22,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,No
Female,1,No,No,59,103.91,5526.29,DSL,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,Yes
Male,0,Yes,No,37,110.97,6541.34,No,No,Yes,No,Yes,One year,Yes,Mailed check,No
Female,0,No,No,25,70.92,322.72,Fiber optic,No,No,No,No,Two year,No,Mailed check,No
Female,0,Yes,Yes,16,89.43,5178.73,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,Yes
Female,0,Yes,Yes,38,31.18,7969.33,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,No
Male,0,Yes,Yes,43,76.53,254.76,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Mailed check,Yes
Male,0,Yes,Yes,14,44.87,3706.12,Fiber optic,No,Yes,No,Yes,Two year,Yes,Mailed check,No
Male,0,Yes,No,6,63.17,8343.42,Fiber optic,Yes,Yes,No,No,One year,No,Credit card,No
Female,0,No,Yes,23,83.41,3243.07,DSL,Yes,No,No,No,One year,Yes,Mailed check,No
Female,0,Yes,Yes,60,45.7,4182.69,Fiber optic,No,Yes,No,Yes,Two year,Yes,Bank transfer,No
Male,1,No,No,12,25.22,8835.72,DSL,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,No
Female,0,Yes,Yes,13,21.02,1873.98,Fiber optic,No,Yes,No,No,Month-to-month,No,Bank transfer,No
Female,0,No,Yes,6,22.22,680.77,DSL,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,Yes
Female,0,Yes,No,63,20.83,7748.86,Fiber optic,Yes,No,No,No,Two year,No,Credit card,No
Female,0,No,Yes,38,31.04,7829.34,Fiber optic,No,No,Yes,Yes,Two year,Yes,Bank transfer,No
Female,1,No,Yes,50,43.95,4301.49,No,No,No,No,No,Month-to-month,No,Mailed check,Yes
Male,0,Yes,Yes,52,42.12,4676.44,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,Yes
Female,0,Yes,Yes,40,118.68,7538.68,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,Yes
Male,0,Yes,No,8,50.6,6673.18,Fiber optic,No,Yes,No,No,Two year,No,Mailed check,No
Female,0,No,Yes,61,32.74,2459.83,Fiber optic,Yes,No,Yes,No,Two year,Yes,Credit card,No
Male,0,No,No,8,74.56,250.35,No,Yes,No,Yes,No,One year,Yes,Electronic check,No
Female,1,Yes,Yes,34,105.8,4369.33,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,Yes
Male,0,Yes,No,60,87.81,7744.32,DSL,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,Yes
Female,0,No,No,57,49.61,8072.93,No,Yes,No,No,No,One year,Yes,Credit card,No
Male,0,No,No,46,76.16,8610.41,DSL,No,No,Yes,Yes,Month-to-month,No,Electronic check,No
Female,0,Yes,Yes,22,91.49,7928.11,Fiber optic,No,No,Yes,No,One year,Yes,Credit card,No
Male,0,No,Yes,40,92.81,5262.39,No,No,No,No,No,Two year,Yes,Mailed check,No
Female,0,Yes,Yes,45,86.65,4056.99,No,No,No,Yes,No,One year,No,Electronic check,No
Male,0,Yes,No,55,107.08,6996.16,Fiber optic,No,Yes,Yes,No,One year,Yes,Bank transfer,No
Male,0,Yes,Yes,51,107.01,6684.41,Fiber optic,Yes,No,No,Yes,Two year,Yes,Bank transfer,No
Female,0,No,Yes,5,77.89,4889.48,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Credit card,Yes
Female,0,No,Yes,13,62.99,877.21,Fiber optic,Yes,No,No,No,One year,No,Bank transfer,No
Male,0,No,Yes,28,84.16,8342.12,No,Yes,No,Yes,Yes,One year,No,Bank transfer,No
Female,0,No,No,62,101.82,4154.86,Fiber optic,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,Yes
Male,1,Yes,No,24,20.57,3333.67,Fiber optic,Yes,No,No,No,One year,No,Bank transfer,No
Male,0,No,Yes,7,119.2,5703.15,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,Yes
Male,0,Yes,Yes,38,38.29,6097.16,DSL,No,Yes,Yes,No,One year,Yes,Electronic check,No
Female,0,Yes,Yes,37,67.02,1975.12,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
Male,0,Yes,No,68,107.2,7548.76,DSL,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,Yes
Male,0,No,Yes,42,42.5,2680.44,Fiber optic,No,No,Yes,Yes,One year,Yes,Credit card,No
Female,0,Yes,No,5,67.68,1761.49,No,No,No,No,Yes,Month-to-month,No,Credit card,Yes
Female,0,Yes,No,64,33.26,3716.96,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,No
Female,0,No,Yes,50,59.51,6601.98,No,No,No,Yes,No,One year,No,Electronic check,No
Female,0,Yes,Yes,15,37.71,8692.58,DSL,Yes,No,Yes,No,One year,No,Bank transfer,No
Male,0,No,Yes,53,56.36,7302.6,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,Yes
Male,0,No,No,25,57.35,8469.1,Fiber optic,No,No,No,Yes,One year,No,Credit card,No
Male,0,No,No,9,119.32,1351.39,No,No,Yes,No,Yes,Two year,No,Electronic check,Yes
Male,1,Yes,Yes,38,119.48,733.47,Fiber optic,No,No,No,No,One year,Yes,Bank transfer,No
Female,0,No,No,22,31.48,5063.57,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,Yes
Male,0,No,Yes,49,92.6,2683.65,DSL,No,No,No,No,Two year,No,Mailed check,No
Male,0,No,Yes,68,25.17,7469.69,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
Female,1,No,No,15,23.02,6080.69,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,No
Male,0,Yes,No,65,30.53,8739.48,No,No,Yes,Yes,Yes,Two year,No,Credit card,No
Male,0,No,No,54,116.55,2367.65,No,No,Yes,Yes,Yes,One year,No,Electronic check,No
Male,0,Yes,No,30,114.09,4423.48,DSL,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,Yes
Male,0,No,Yes,20,39.39,4561.04,Fiber optic,No,No,Yes,Yes,One year,Yes,Electronic check,No
Male,0,Yes,Yes,33,36.17,2228.67,No,No,No,Yes,No,One year,Yes,Electronic check,No
Male,0,No,Yes,7,44.05,5351.83,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,No
Female,0,Yes,No,8,71.55,4045.25,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,Yes
Female,0,No,Yes,28,76.97,4075.82,DSL,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,No
